title,slug,description,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Gladly Partner Battle Card One Pager,gladly-partner-battlecard,Partner One Pager providing overview of Gladly's AI-powered customer service platform for partners.,https://drive.google.com/file/d/17_9LCwnL9BH1ZfoeLQOhHPqn7RHNN-If/view,,,,,content,pdf,battlecard,customer-ai|overview|partner|platform,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Platform Demo Guide Q2 2025,gladly-demo-guide-q2-2025,Comprehensive Gladly Platform Demo Guide and Script for Q2 2025 Demo Certification.,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit,,,,,content,document,guide,certification|demo|gladly|journeys|q2-2025|sc|script|sidekick,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Sales Process:  S0 -> S1,gladly-sales-process-s0-s1,"This selection of documents and sheets focuses on sales and Go-to-Market (GTM) strategy for Gladly, encompassing a GTM hub, competitor battlecards, and detailed sales process documentation.",https://drive.google.com/open?id=1UHYUQWIHF8iZYJ399KDmCuv86GfkZSGw,https://drive.google.com/open?id=1UHYUQWIHF8iZYJ399KDmCuv86GfkZSGw,,https://drive.google.com/drive/folders/1xbjiuteJWWVkT8K2GvNNLriS0R3urzrS?usp=drive_link,,enablement,live-replay,gtm-training,playbook|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Gladly Sidekick Video,gladly-sidekick-video,Video on Sidekick providing human-like interaction beyond deflection AI.,https://gladly.wistia.com/medias/xzm9o5gpsl,,,,,content,video,deck,ai|engagement|gladly|human-like|journeys|sidekick|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Slide Template,gladly-slide-template,Gladly Slide Template 2025 guide ensuring brand identity alignment in presentations.,https://docs.google.com/presentation/d/19gVbxwGuKvJKGDLAyRg_q_wJPcNXhSef-UgaQohEXCI/edit,,,,,content,slides,template,brand|design|guidelines|slides,content,published,,0,0,2025-12-28T09:00:03.135Z
Gorgias Battlecard,gorgias-battlecard,Competitive battle card positioning Gladly against Gorgias e-commerce customer service platform.,https://drive.google.com/file/d/18QRQimV3gSjfZw7uSsFfXBLxICy0_qFg/view,,,,,content,pdf,battlecard,ecommerce|gorgias|retail|smb,content,published,,0,0,2025-12-28T09:00:03.135Z
Gorgias Demo Mockup,gorgias-demo-mockup,Demo mockup showing Sidekick integration with Gorgias environment.,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|gorgias|prototype|sidekick-standalone,content,published,,0,0,2025-12-28T09:00:03.914Z
GTM Launch Sizing,gtm-launch-sizing,GTM Launch Sizing framework with T-shirt Sizes for categorizing launches by scale and effort.,https://docs.google.com/document/d/1xbK_FVGttqS2Kd8Hc-uL7U1mCvSelL9uyaD0kGgZUf0/edit,,,,,content,document,guide,gtm|launch|planning|process|sizing,content,published,,0,0,2025-12-28T09:00:03.135Z
Guides and Journeys One Pager,guides-journeys-one-pager,Product one-pager for Guides and Journeys for Sidekick empowering teams with natural language AI.,https://drive.google.com/file/d/1AqXx3BV7UtlUeiovr20Dsc1Rc2qS-u9f/view,,,,,content,pdf,one-pager,ai-strategy|gladly|guides|journeys|natural-language|sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
Guides Sales Prototype,guides-sales-prototype,Product Prototypes 2025 with Guides Prototype and Sidekick Sales scripts and directions.,https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit,,,,,content,document,guide,gladly|guides|prototype|roadmap|sales|sc|scripts|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.914Z
How RevOps Launches (Launch Tiering),how-revops-launches-launch-tiering,"This document, ""Gladly RevOps: How We Launch,"" is the definitive playbook for conducting RevOps launches at Gladly.",https://docs.google.com/document/d/1Sobop3Di3Y5op6yRL-me8D9-cbEHRkeeor2mVlJRCgE/edit?usp=sharing,,,,,enablement,guide,product-training,csm|customer-success|gladly-team|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
How to Set Up an App,how-to-setup-app-video,Video guide for integrating apps built by Gladly on the platform.,https://gladly.wistia.com/medias/pd782zyft1,,,,,content,video,guide,app-platform|integration|setup|tutorial|video,content,published,,0,0,2025-12-28T09:00:03.914Z
How To Work With RevOps,how-to-work-with-revops,"This document, ""How To Work With RevOps,"" serves as a guide to help employees understand the Revenue Operations team, defining what RevOps is responsible for and how they are organized into Operati...",https://docs.google.com/document/d/1Yi5C5X6SsKeMx0mLloP_kR1gQk9wc3sJL6h-peJbfXw/edit?usp=sharing,,,,,enablement,guide,product-training,csm|customer-success|insights|insights-dashboards|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Implementation Template 201 SC,implementation-template-201-sc,Implementation Template 201 for Solutions Consultants during customer scoping phase.,https://docs.google.com/presentation/d/1uDIMkEiY8htWjZaDt9L3LLXfZRehtXwCh9g8e3mmBUg/edit,,,,,content,slides,template,201|impl|implementation|proposal|sc|scoping,content,published,,0,0,2025-12-28T09:00:03.135Z
Inbound Content Tracker,inbound-content-tracker,Gladly Editorial Tracker for monitoring and managing editorial content projects.,https://docs.google.com/spreadsheets/d/1zpjKQfkjY0503zAhMlGVFxtkhJ-iblFiHVREZBFOiMk/edit,,,,,coe,spreadsheet,dashboard,content|editorial|marketing|mktg|planning|tracker,coe,published,,0,0,2025-12-28T09:00:03.135Z
Intercom Fin Battlecard,intercom-fin-battlecard,Competitive battle card detailing strengths and weaknesses of Intercom Fin AI agent.,https://drive.google.com/file/d/1hxDSNP-QyNMETjwxSv5PQ42kIHAmuh6y/view,,,,,content,pdf,battlecard,ai-agents|chatbot|fin|intercom,content,published,,0,0,2025-12-28T09:00:03.135Z
Intercom Fin Sidekick Battle Card (External),intercom-fin-sidekick-battlecard,Competitor Battlecard comparing Gladly Sidekick and Intercom Fin AI chatbot.,https://drive.google.com/file/d/1it3W8ly3oDsj25SOr-cEkkpnD_pxcyEX/view,,,,,content,pdf,battlecard,chatbot|fin|gladly|intercom|sidekick|smb,content,published,,0,0,2025-12-28T09:00:03.135Z
Internal Segmentation Guide,internal-segmentation-guide,"This document is Gladly’s Internal Segmentation Guide, which records the company's most used campaign audience lists for sales and marketing efforts.",https://docs.google.com/document/d/1ccNh6ZByNbiYr4zDymvM1TQQF6JZ3JAGSOwHYIXXATM/edit?usp=sharing,,,,,coe,guide,internal-best-practice,gladly-team|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
July All Hands,july-all-hands,"The GTM AH: 7/3/25 July folder contains five shortcuts to files, including the notes, slides, and recording from the July 3, 2025, Go-to-Market All Hands meeting.",https://drive.google.com/file/d/1AzUEaKy1kmKWxo5UxvcNiASVa5JFTy2P/view?usp=drive_link,https://drive.google.com/file/d/1AzUEaKy1kmKWxo5UxvcNiASVa5JFTy2P/view?usp=drive_link,https://docs.google.com/presentation/d/1g-7G3sZ9fUrqa77SeOgqG3h-JCZlSiLWpa48YiNlCG0/edit?usp=drive_link,https://drive.google.com/drive/folders/1HXrK9pAtoMhPLr41atfGzmOSD9aplgpV,,enablement,live-replay,gtm-training,impl|implementation|sales|sc|solutions-consultant|technical,enablement,published,,0,0,2025-12-28T07:49:21.783Z
June GTM All Hands,june-gtm-all-hands,"This folder contains the meeting notes and presentation deck from the June 5, 2025, Go-To-Market (GTM) All Hands session.",,,,https://drive.google.com/drive/folders/1rn3LiHevDt4ycc6IpJyoo3W3vSOeZ6qa,,enablement,live-replay,gtm-training,gtm-strategy|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Kustomer Battlecard,kustomer-battlecard,Competitive battlecard with knockout positioning against Kustomer.,https://docs.google.com/document/d/1z-ePQ3ApRnIdaZYaoJt03_MT5IibRID6TOgDqpYXslo/edit,,,,,content,document,battlecard,crm|enterprise|kustomer,content,published,,0,0,2025-12-28T09:00:03.135Z
Kustomer Competitor Knockout Play,kustomer-competitor-knockout-play,This play is designed to re-engage closed-lost opportunities from Kustomer by leveraging recent changes at Kustomer.,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,content,document,competitive,gladly-team|sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Kustomer Demo Mockup,kustomer-demo-mockup,Demo mockup showing Sidekick integration with Kustomer environment.,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|kustomer|prototype|sidekick-standalone,content,published,,0,0,2025-12-28T09:00:03.914Z
Linc Battle Card 2024,linc-battlecard-2024,Linc Battle Card comparing Gladly Sidekick with competitor Linc.,https://docs.google.com/document/d/1vpQ9pWOMhNjA-bzMeMZAsegTaiHU6QgTLjigIlvfy28/edit,,,,,content,document,battlecard,ecommerce|gladly|linc|retail|sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Live Customer Example Play Library,live-customer-example-play-library,This play allows prospects to experience Gladly in a real-world setting using live customer environments.,https://docs.google.com/document/d/1yJV4fHvPCu99QqMKr2QuB2_MSacc-nNiEOKj_kfCLqE/edit?tab=t.0#heading=h.tjb0gwcnipxo,,,,,enablement,document,gtm-training,gladly|gladly-sidekick|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Marketing Attribution Guide,marketing-attribution-guide,"This document, the ""Gladly Attribution Guide,"" establishes the single source of truth for defining and measuring opportunity attribution across all teams, ensuring clear definitions and alignment a...",https://docs.google.com/presentation/d/18732hX3L2Hm5ySPYd78K_UzoqEWVKbvGcGJVIcn7oQM/edit?usp=sharing,,,,,coe,guide,internal-best-practice,gladly-team|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Marketing Dashboard,marketing-dashboard,Marketing performance dashboard tracking campaigns and attribution metrics.,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000001rOrdMAE/view?queryScope=userFolders,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Marketplace Sequence Messaging,marketplace-sequence-messaging,High Volume Marketplace Sequence messaging guide for sales outreach.,https://docs.google.com/document/d/1A3e5Q5vYkOZJo4i14hdfHDXH8ewCo9TTz0699FqEkU0/edit,,,,,content,document,messaging,marketplace|outreach|sales|sales-cadence|sequence,content,published,,0,0,2025-12-28T09:00:03.718Z
MEDPICCC Scorecard Template,medpiccc-scorecard-template,"This spreadsheet appears to be a sales methodology or deal qualification checklist, using criteria like Metrics, Economic Buyer, Decision Criteria, and Champion, indicated by the acronyms in the fi...",https://docs.google.com/spreadsheets/d/1IEQ8w-FyK91FRismy5oOW3OKfJDSlaccdK8vqRlvL-U/edit?gid=0#gid=0,,,,,content,guide,template,sales,content,published,,0,0,2025-12-28T08:20:23.496Z
MM/ENT Closing Excellence S4 -> Close,mment-closing-excellence-s4-close,"This folder contains the training content for the final phases of the Enterprise and Mid-Market sales process, covering Stage 4 (Finalist) through Stage 5 (Contracting) to Closed Won.",https://drive.google.com/file/d/1SCYhbljgoYOF4lEl7HAbcARfrza7XtkB/view?usp=drive_link,https://drive.google.com/file/d/1SCYhbljgoYOF4lEl7HAbcARfrza7XtkB/view?usp=drive_link,https://docs.google.com/presentation/d/1y9wfh0j-mo1yTs8tk5VeGahQoz6L6bHUHn_7MBgTWY4/edit?usp=drive_link,https://drive.google.com/drive/folders/1OFJnIPA3kgjAbtk5bcc9HRKWfC02j0qu,,enablement,live-replay,gtm-training,csm|customer-success|product|sales,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Netomi Battle Card 2024,netomi-battlecard-2024,Netomi Battle Card comparing Gladly Sidekick against Netomi AI platform.,https://docs.google.com/document/d/10SGlOfQa6ScUmQX4qAgpe_YrSdZPFtHDnK_lFK7bSAI/edit,,,,,content,document,battlecard,ai-agents|automation|gladly|netomi|sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
New Customer Quotes,new-customer-quotes,Gladly 2.0 Positioning and Narrative Doc with core messaging and customer quotes.,https://docs.google.com/document/d/11WASvMHVqCLqAzokS2y9YUGQdmbs5cTeqI_OrmyBApE/edit,,,,,content,document,messaging,customer|gladly|narrative|positioning|quotes|sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
One Off to Closed Lost Zendesk Sequence,zendesk-closed-lost-sequence,Re-engagement sequence for Zendesk closed-lost opportunities.,https://web.outreach.io/templates/81974,,,,,content,document,messaging,closed-lost|outreach|re-engagement|sequence|zendesk,content,published,,0,0,2025-12-28T09:00:03.135Z
Online Marketplace Slides FY25 Q4,online-marketplace-slides-fy25-q4,Confidential slide library for Online Marketplaces vertical FY25 Q4.,https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit,,,,,content,slides,template,ecommerce|marketplace|slides|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplace Vertical Analysis,online-marketplace-vertical-analysis,Marketplace Vertical Research 2024 with market size key segments and pain points.,https://docs.google.com/document/d/1RGiv1Hb4fPfikezxsxIj4agGRN1Nl_zPMK3MY7vUnxM/edit,,,,,content,document,guide,analysis|ecommerce|marketplace|research|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplace Vertical One Pager,online-marketplace-one-pager,Vertical One Pager for Marketplace Solutions delivering trust at scale.,https://drive.google.com/file/d/1CRXgCgj_ruiJ0Clpjzb6UevL14WIXqRg/view,,,,,content,pdf,one-pager,ecommerce|marketplace|sc|scale|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplaces FAQs,online-marketplaces-faqs,FAQ guide for Travel Hospitality and Online Marketplaces verticals.,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit,,,,,content,document,guide,faq|hospitality|marketplace|travel|vertical,content,published,,0,0,2025-12-28T09:00:03.718Z
Online Marketplaces Slides,online-marketplaces-slides,Slide library for Online Marketplaces vertical showing Gladly platform excellence at scale.,https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit,,,,,content,slides,template,ecommerce|first-meeting|marketplace|slides|vertical,content,published,,0,0,2025-12-28T09:00:03.135Z
Partnerships Barrel,partnerships-barrel,"This folder contains the notes and a recording of the ""Monthly Partnership Enablement"" session from December 10, 2025, which introduced the new agency partnership with Barrel.",https://drive.google.com/file/d/1H5GbfccU705DqPV7oc2zGFX630BsDMtU/view?usp=drive_link,https://drive.google.com/file/d/1H5GbfccU705DqPV7oc2zGFX630BsDMtU/view?usp=drive_link,,https://drive.google.com/drive/folders/1r22E2YGiczq7fe3nCok1pHyIFf5r1cHS,,enablement,live-replay,partner-training,partner,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Pipeline Coverage - Board Reporting,pipeline-coverage-board-reporting,"This spreadsheet, titled ""Coverage Summary,"" tracks key performance indicators related to New Business CARR (Contracted Annual Recurring Revenue) targets, actuals, and pipeline coverage across diff...",https://docs.google.com/spreadsheets/d/1lJk3sbUAvABXpzskfh-I7OjwYHCtYb8kM-oWZgx3f0o/edit?usp=sharing,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Pipeline Reporting - Weekly Bus Review,pipeline-reporting-weekly-bus-review,"This spreadsheet, ""\[This FQ\]*DO NOT EDIT* Synced to Salesforce,"" is a record of sales opportunities.",https://docs.google.com/spreadsheets/d/1OeuVoAEZjRyWrm1_0vtKAT_voOpykuHXqsNF56LX_24/edit?usp=sharing,,,,,coe,tool,internal-best-practice,gladly|gladly-sidekick|insights|insights-dashboards|sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Pipeline Reporting EOQ Documentation,pipeline-reporting-eoq,Sales pipeline and opportunity tracker synced to Salesforce.,https://docs.google.com/spreadsheets/d/11XMQOYakYqJPk7QdEZGKGdPa1mgOAe_N_XWSSPEROHk/edit,,,,,coe,spreadsheet,dashboard,eoq|pipeline|ps|reporting|sales|sales-ops|salesforce,coe,published,,0,0,2025-12-28T09:00:03.914Z
Pod Success Dashboard,pod-success-dashboard,"This document appears to be a README sheet for a spreadsheet used to track customer experience (CX) data, specifically focusing on forecast, pace, and resolution for a set of top accounts.",https://docs.google.com/spreadsheets/d/1TcjaiHWCc74sM9rRSP9UcN8rtxhoBUUI7sMKRetOpro/edit?usp=sharing,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards,coe,published,,0,0,2025-12-28T08:20:23.496Z
Product Utilization - (CSM),product-utilization-csm,Dashboard tracking product utilization metrics for Customer Success team oversight.,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002I19NMAS/view,,,,,coe,tool,internal-best-practice,csm|customer-success|insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Project Brief Templates,project-brief-templates,Templates for creating project brief documents for initiatives.,https://docs.google.com/document/d/1-6PZXNsCDD6DBZET-Cs8cMWc_WdH4w82z5jeLeIGVKk/template/preview,,,,,content,document,template,brief|planning|process|project,content,published,,0,0,2025-12-28T09:00:03.718Z
Project Discovery & Scoping (SC),project-discovery-scoping-sc,"This document is a ""Discovery and Scoping Worksheet"" designed to provide Solutions Consultants (SCs) with comprehensive scoping and discovery questions, organized by category.",https://docs.google.com/spreadsheets/d/1lEFVhGrIfID9uMZfkNiMPcIfEfzmNsJTBE5xUA1QUIA/edit?gid=368153992#gid=368153992,,,,,enablement,guide,product-training,csm|customer-success|impl|implementation|sales|sc|solutions-consultant,enablement,published,,0,0,2025-12-28T08:20:23.496Z
QBR Guide,qbr-guide,"This document outlines an automated process for creating Quarterly Business Review (QBR) slide decks to ensure greater accuracy, speed, and quality while saving time for both CSMs and RevOps.",https://docs.google.com/presentation/d/11EMqR6s3KOlnRafjzgITBmt4QyUFgvlC2zRxfvsmydU/edit?usp=sharing,,,,,content,guide,guide,csm|customer-success,content,published,,0,0,2025-12-28T08:20:23.496Z
Refuse to Compromise Keynote,refuse-to-compromise-keynote,Keynote video on CX demands for faster service and personalization without tradeoffs.,https://gladly.wistia.com/medias/9pmw3hcu1b,,,,,content,video,deck,customer-ai|cx|efficiency|keynote|personalization|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Renewals Dashboard,renewals-dashboard,Salesforce dashboard for tracking customer renewals pipeline and retention metrics.,https://gladly.lightning.force.com/lightning/r/Dashboard/01Z8a0000010XbjEAE/view?queryScope=userFolders,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|insights-dashboards,coe,published,,0,0,2025-12-28T08:20:23.496Z
RFP Lockout Play,rfp-lockout-play,"This play is designed to influence an RFP before it is issued, positioning Gladly as the preferred solution.",https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,enablement,document,gtm-training,csm|customer-success|gladly-team|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
RFP Responses Features Catalog,rfp-features-catalog,Gladly Features and Capabilities Catalog structured as detailed RFP response.,https://docs.google.com/presentation/d/18QltI12crYoWGqTH7VuJcR7OzcTGRsW3H7lavT_QqyE/edit,,,,,content,slides,guide,capabilities|enterprise|features|response|rfp,content,published,,0,0,2025-12-28T09:00:03.718Z
RFX Narrative Template,rfx-narrative-template,RFP Narrative Template 2025 comprehensive proposal presentation for client RFPs.,https://docs.google.com/presentation/d/1k65pLU9t9JI8pHXfzBhO2aAT-WyEpvPTt1x2M8MgEOQ/edit,,,,,content,slides,template,enterprise|narrative|proposal|rfp|rfx,content,published,,0,0,2025-12-28T09:00:03.718Z
Roadmap Figma Prototypes,roadmap-figma-prototypes,Product Prototypes and Scripts 2025 with Guides and Sidekick Sales prototypes.,https://docs.google.com/document/d/10YIgb8-OUFY7K_fbhXZByC30PqgLfDZ4HLPqN-9e6Go/edit,,,,,content,document,guide,figma|gladly|guides|prototype|roadmap|sales|sidekick-sales,content,published,,0,0,2025-12-28T09:00:03.718Z
Sales Activity Expectations & SK Voice AMA,sales-activity-expectations-sk-voice-ama,"contains materials from an enablement session titled ""Sales Activity Expectations & SK Voice AMA"" from August 21, 2025.",https://drive.google.com/file/d/17ESwc7C5fB2-qc5J4WEEfYRinv1TpMnq/view?usp=drive_link,https://drive.google.com/file/d/17ESwc7C5fB2-qc5J4WEEfYRinv1TpMnq/view?usp=drive_link,https://docs.google.com/presentation/d/1C7ls6XPBfs19yxElkhcaLUuDlKb1jP5dRLERcHeIETo/edit?usp=drive_link,https://drive.google.com/drive/folders/1E2AScNwdHcEPceLLijcPVbMV3ur4CoV9,,enablement,live-replay,gtm-training,sales|voice,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Sales Attribution Guide,sales-attribution-guide,"This document is a presentation detailing a company's sales attribution model, which is used to measure how marketing and sales activities influence the pipeline.",https://docs.google.com/presentation/d/1HGD3xdJDt3RXLTLQwI8WNkv6Lj8qsR4XiLqfS3s921A/edit?usp=sharing,,,,,content,guide,guide,sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Sales Force Guide,sales-force-guide,"This document, the Sales - Salesforce Guide, serves as a centralized resource for the Sales team to understand key Salesforce opportunity fields, reports, and associated definitions.",https://docs.google.com/document/d/1S-6K8kPROoVJIKYsS0qF1Sffw4K-itn5gfKvdsCOwl4/edit?tab=t.h9ag4pgmc390#heading=h.hd88vogbr7a4,,,,,content,guide,guide,insights|insights-dashboards|sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Sales Implementation Template,sales-implementation-template-101,Implementation Template 101 for Sales team first customer touchpoint after new deal.,https://docs.google.com/presentation/d/1MHch8KiJuchtUqvvzda3d6H4kUPi39ixqPoUNYhIQSk/edit,,,,,content,slides,template,101|handoff|impl|implementation|kickoff|sales,content,published,,0,0,2025-12-28T09:00:03.135Z
Sales Marketing Org Chart,sales-marketing-org-chart,Sales Org Chart spreadsheet directory for Sales and Marketing organizations.,https://docs.google.com/spreadsheets/d/1Dv2ePK-KcJlB0wu-en-hpKzO6titiAvG5Uj3xnmrZIs/edit,,,,,coe,spreadsheet,dashboard,directory|marketing|mktg|org-chart|sales|team,coe,published,,0,0,2025-12-28T08:20:23.496Z
Salesforce Agent Sidekick Battle Card (External),salesforce-agentforce-battlecard,Competitor battlecard comparing Salesforce Agentforce and Gladly Sidekick.,https://drive.google.com/file/d/1T30zPp-W1jWX7vCrU5IP5ZN-6IdoyEqv/view,,,,,content,pdf,battlecard,agentforce|crm|enterprise|gladly|sales|salesforce|sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Salesforce Demo Mockup,salesforce-demo-mockup,Demo mockup showing Sidekick integration with Salesforce Service Cloud.,https://www.figma.com/proto/JVHhluYSGETGxAxvq4TqOz/Sidekick-Standalone,,,,,content,tool,deck,demo|figma|gladly|prototype|sales|salesforce|sidekick-standalone,content,published,,0,0,2025-12-28T09:00:03.914Z
Salesforce Guide,salesforce-guide,"This document, the ""CS Salesforce Guide,"" serves as a comprehensive resource for understanding key Customer Success (CS) opportunity fields in Salesforce.",https://docs.google.com/document/d/1cYQAXEPb3wb8XxzDJMdaCzMtEvyUSb_VwJc-dMsDUJc/edit?usp=sharing,,,,,content,guide,guide,csm|customer-success|sales,content,published,,0,0,2025-12-28T08:20:23.496Z
Salesforce Service Cloud Battle Card 2024,salesforce-service-cloud-battlecard,Salesforce Service Cloud Battle Card for Gladly sales teams.,https://docs.google.com/document/d/1C959ewp303oQtG_qcsB7Wyipq8AIe5bpY-uLh2ncDFo/edit,,,,,content,document,battlecard,crm|enterprise|sales|salesforce|service-cloud,content,published,,0,0,2025-12-28T09:00:03.135Z
Self-Guided Implementation One Pager,self-guided-implementation-one-pager,One-pager for Self-Guided Gladly Implementation for teams under 10 agents.,https://drive.google.com/file/d/1w4S1IzIN7-JEjyi_7UhhWWc0LG0Bpd6s/view,,,,,content,pdf,one-pager,impl|implementation|onboarding|self-guided|smb,content,published,,0,0,2025-12-28T09:00:03.718Z
Selling High + FM Deck,selling-high-fm-deck-enablement,Sales enablement covering refreshed First Meeting Deck and Selling High strategies for executives.,https://docs.google.com/presentation/d/11LraGLfKuVWTg2IpB302i4W3XhA6rbsoW799J5HSvYY/edit,,,,,enablement,slides,product-training,discovery|executive|first-meeting|sales|sales-methodology|sc|selling-high,enablement,published,,0,0,2025-12-28T09:00:03.135Z
Sidekick Adoption Playbook,sidekick-adoption-playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful adoption of Sidekick – acro...",https://docs.google.com/document/d/1jZSBq3GSv5iA33ZwAvv0dLGFQmKf2l4bIFVPZvr2T2g/edit?usp=drive_link,,,,,enablement,document,gtm-training,csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick Email Follow Up Template,sidekick-email-followup-template,Sidekick Email Follow-Up Template and Outreach Guidelines for AMs AEs and CSMs.,https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit,,,,,content,document,messaging,expansion|followup|gladly|outreach|sidekick-email,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Email Generic One Pager,sidekick-email-one-pager,Sidekick Email one-pager with follow-up template and outreach guidelines.,https://drive.google.com/file/d/1QqgQC4Guc2cbxU1gv335XLUcpNkvbHvI/view,,,,,content,pdf,one-pager,ai-agents|automation|email-channel|gladly|sidekick-email,content,published,,0,0,2025-12-28T09:00:03.718Z
Sidekick Email Video,sidekick-email-video,Video showcasing Sidekick for personal and intelligent email responses.,https://gladly.wistia.com/medias/zpzwcogrr5,,,,,content,video,deck,ai|automation|email|gladly|personalization|sidekick-email|video,content,published,,0,0,2025-12-28T09:00:03.914Z
Sidekick Expansion Playbook,sidekick-expansion-playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful expansion of Sidekick.",https://docs.google.com/document/d/1oNpLt1B6-dwblKtxXiQiYGynLkYesCe8LjAwhoIyQps/edit?usp=drive_link,,,,,enablement,document,gtm-training,csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Sidekick for Zendesk,sidekick-for-zendesk,"The ""EH 6/26/25: Sidekick for Zendesk"" folder contains three files from the Enablement Hour on that date, which are focused on launching and selling the Sidekick Standalone for Zendesk offering.",https://drive.google.com/file/d/1DrCVPlu_WJK4zmTgk6IDvfTuEMeeanEw/view?usp=sharing,https://drive.google.com/file/d/1DrCVPlu_WJK4zmTgk6IDvfTuEMeeanEw/view?usp=sharing,https://docs.google.com/presentation/d/1RoihfdJF9aNpjUKeHykB14Oh-GndfYo5h8IArUHMGVw/edit?usp=drive_link,https://drive.google.com/drive/folders/1IFwYsGN6lGSNfrY_djYE9Ad8laPVAQZv,,content,live-replay,deck,gladly|gtm|uncategorized,content,published,,0,0,2025-12-28T08:08:11.988Z
Sidekick for Zendesk One Pager,sidekick-zendesk-one-pager,One-pager for Sidekick for Zendesk Customer AI replacing generic responses with resolutions.,https://drive.google.com/file/d/1T_jQJ4ERy44OTzj-i_7ZNF-QFeRIso66/view,,,,,content,pdf,one-pager,ai-agents|gladly|resolutions|sidekick-standalone|zendesk,content,published,,0,0,2025-12-28T09:00:03.718Z
